split,task,method,projection_dimension,projection_seed,decay,decision_units,sequences,median_spearman,mean_pairwise_accuracy,mean_top1_accuracy,mean_normalized_regret,median_spearman_gain,mean_pairwise_accuracy_gain,mean_top1_accuracy_gain,mean_normalized_regret_gain
calibration,all,diagonal_rms_repeated,64,31415,0.95,360,8,0.36743110938869256,0.6116445249597423,0.10833333333333334,0.29911248767493104,-0.0013046314724589267,-0.0023450080515297865,-0.019444444444444445,0.007900254122907542
calibration,all,diagonal_rms_repeated,64,271828,0.95,360,8,0.3817391304347826,0.6080314009661836,0.11944444444444445,0.2962431496509221,-0.012608695652173901,-0.006078904991948473,-0.008333333333333333,-0.0036470894627803102
calibration,all,diagonal_rms_repeated,128,42,0.95,360,8,0.3695652173913043,0.6109098228663447,0.1111111111111111,0.2928778287983049,-0.0008695652173912882,-0.0002717391304347795,-0.022222222222222223,-0.0009029563784600382
calibration,all,diagonal_rms_repeated,128,31415,0.95,360,8,0.3847826086956522,0.6136372785829308,0.11944444444444445,0.2916807255267768,0.0008695652173912952,0.0004327697262479878,-0.008333333333333333,0.007168505729380545
calibration,all,diagonal_rms_repeated,128,271828,0.95,360,8,0.3956521739130434,0.6139392109500805,0.1111111111111111,0.2877545838837905,-0.0021739130434782284,-0.0021739130434782587,-0.030555555555555555,0.0073740651266582195
calibration,all,output_fisher_oracle,32,42,0.95,360,8,0.9852173913043477,0.927536231884058,0.8833333333333333,0.014793061015144736,0.5856521739130434,0.3246477455716586,0.7555555555555555,0.27355803550767893
calibration,all,output_fisher_oracle,32,31415,0.95,360,8,0.9852173913043477,0.927536231884058,0.8833333333333333,0.014793061015144736,0.576086956521739,0.32107487922705313,0.75,0.2948835426539111
calibration,all,output_fisher_oracle,32,271828,0.95,360,8,0.9852173913043477,0.927536231884058,0.8833333333333333,0.014793061015144736,0.5499999999999998,0.31653582930756846,0.7583333333333333,0.275785732620787
calibration,all,output_fisher_oracle,64,42,0.95,360,8,0.9852173913043477,0.927536231884058,0.8833333333333333,0.014793061015144736,0.5895652173913042,0.3211050724637681,0.7583333333333333,0.2818855252647957
calibration,all,output_fisher_oracle,64,31415,0.95,360,8,0.9852173913043477,0.927536231884058,0.8833333333333333,0.014793061015144736,0.5621739130434782,0.31354669887278586,0.7555555555555555,0.2922196807826939
calibration,all,output_fisher_oracle,64,271828,0.95,360,8,0.9852173913043477,0.927536231884058,0.8833333333333333,0.014793061015144736,0.5382608695652173,0.3134259259259259,0.7555555555555555,0.277802999172997
calibration,all,output_fisher_oracle,128,42,0.95,360,8,0.9852173913043477,0.927536231884058,0.8833333333333333,0.014793061015144736,0.567391304347826,0.31635466988727856,0.75,0.2771818114047001
calibration,all,output_fisher_oracle,128,31415,0.95,360,8,0.9852173913043477,0.927536231884058,0.8833333333333333,0.014793061015144736,0.5578260869565216,0.31433172302737517,0.7555555555555555,0.28405617024101265
