sample_id,sample_cluster,task,anchor,horizon_left,horizon_right,mean_jaccard,mean_retention,availability,scope
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16,1,4,0.8264947244065685,0.9043831168831168,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16,1,16,0.7505764055508771,0.8563311688311688,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16,1,64,0.7763957132714726,0.8732142857142857,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16,4,16,0.8216683509128835,0.9014610389610391,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16,4,64,0.8163739970055498,0.8980519480519479,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16,16,64,0.8670278191950275,0.9284090909090909,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,48,1,4,0.8139705948595918,0.8965909090909091,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,48,1,16,0.7850766852890378,0.8784090909090908,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,48,1,64,0.7406635743802508,0.8496753246753246,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,48,4,16,0.8222633688943868,0.9016233766233767,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,48,4,64,0.7108405169397273,0.8301948051948053,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,48,16,64,0.7914012464827238,0.8826298701298699,available,selected_core_all_28_layers
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0,1,4,0.6463747067272629,0.7813311688311689,available,selected_core_all_28_layers
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0,1,16,0.6323999966705707,0.7709415584415584,available,selected_core_all_28_layers
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0,1,64,0.5174918123044996,0.6759740259740259,available,selected_core_all_28_layers
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0,4,16,0.8033947053686069,0.8886363636363636,available,selected_core_all_28_layers
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0,4,64,0.6064458703449622,0.7496753246753247,available,selected_core_all_28_layers
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,0,16,64,0.6582381231449894,0.7873376623376622,available,selected_core_all_28_layers
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16,1,4,0.795366882982708,0.8836038961038962,available,selected_core_all_28_layers
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16,1,16,0.6864195058082055,0.8121753246753247,available,selected_core_all_28_layers
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16,1,64,0.5833131475623077,0.7308441558441557,available,selected_core_all_28_layers
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16,4,16,0.7498971527305128,0.8553571428571428,available,selected_core_all_28_layers
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16,4,64,0.6108711640801124,0.7511363636363635,available,selected_core_all_28_layers
