strategy,lag,metric,estimate,ci_low,ci_high,n_samples,n_rows,uncertainty
v_ridge_leverage,115,future_new_token_residual,9.49269121974794e-07,8.991439131023071e-07,9.720275670588308e-07,15,90,95% sample-cluster bootstrap CI
v_ridge_leverage,116,future_new_token_residual,9.457966427817155e-07,9.180094814098539e-07,9.831356351241993e-07,14,84,95% sample-cluster bootstrap CI
v_ridge_leverage,117,future_new_token_residual,9.221565449024638e-07,8.939426834331243e-07,9.725059499032796e-07,14,84,95% sample-cluster bootstrap CI
v_ridge_leverage,118,future_new_token_residual,9.237550386842486e-07,8.957939030551643e-07,9.731387322631235e-07,14,84,95% sample-cluster bootstrap CI
v_ridge_leverage,119,future_new_token_residual,9.176645789921167e-07,8.898182557004475e-07,9.360884689613158e-07,14,84,95% sample-cluster bootstrap CI
v_ridge_leverage,120,future_new_token_residual,9.308520532158582e-07,8.784247711446369e-07,9.794691777642583e-07,14,84,95% sample-cluster bootstrap CI
v_ridge_leverage,121,future_new_token_residual,9.312891222634789e-07,9.076395599549869e-07,9.73394605807698e-07,14,84,95% sample-cluster bootstrap CI
v_ridge_leverage,122,future_new_token_residual,9.410888424099539e-07,8.891814218259242e-07,9.582990159628934e-07,14,84,95% sample-cluster bootstrap CI
v_ridge_leverage,123,future_new_token_residual,9.165540006961237e-07,8.934071615840367e-07,9.488858836448344e-07,14,84,95% sample-cluster bootstrap CI
v_ridge_leverage,124,future_new_token_residual,9.330059640433319e-07,8.996645810555037e-07,9.649467074268614e-07,14,84,95% sample-cluster bootstrap CI
v_ridge_leverage,125,future_new_token_residual,9.205786284383066e-07,8.844980925459822e-07,9.317785156781611e-07,14,84,95% sample-cluster bootstrap CI
v_ridge_leverage,126,future_new_token_residual,9.024759890507994e-07,8.844324668189074e-07,9.19991407499765e-07,14,84,95% sample-cluster bootstrap CI
v_ridge_leverage,127,future_new_token_residual,9.290422724461678e-07,9.057883687546564e-07,9.445840873922862e-07,13,78,95% sample-cluster bootstrap CI
v_ridge_leverage,128,future_new_token_residual,9.139138228420052e-07,8.709920926719406e-07,9.321304617060377e-07,13,78,95% sample-cluster bootstrap CI
