task,method,width,refresh_interval,decision_units,median_spearman,mean_pairwise_accuracy,mean_top1_accuracy,mean_normalized_regret,median_spearman_gain,mean_pairwise_accuracy_gain,mean_top1_accuracy_gain,mean_normalized_regret_gain
all,margin_vjp_action,2,2,28,0.22619047619047622,0.6135204081632654,0.14285714285714285,0.33773232175747664,-0.32142857142857145,-0.11734693877551021,-0.14285714285714285,-0.14319835438463618
all,margin_vjp_action,2,4,28,0.41666666666666674,0.6505102040816327,0.17857142857142858,0.28771232588098405,-0.11904761904761907,-0.08035714285714286,-0.10714285714285714,-0.09317835850814364
all,margin_vjp_action,2,8,28,0.5476190476190477,0.6466836734693876,0.2857142857142857,0.3058911803556775,-0.2023809523809524,-0.08418367346938774,0.0,-0.11135721298283716
all,margin_vjp_action,4,1,28,0.5952380952380953,0.7181122448979592,0.32142857142857145,0.14859222642266404,0.0,-0.012755102040816325,0.03571428571428571,0.04594174095017637
all,margin_vjp_action,4,2,28,0.5952380952380953,0.6709183673469387,0.25,0.18734846479070397,-0.08333333333333337,-0.059948979591836746,-0.03571428571428571,0.007185502582136442
all,margin_vjp_action,4,4,28,0.6190476190476191,0.6849489795918366,0.25,0.2514305424739648,-0.04761904761904767,-0.04591836734693878,-0.03571428571428571,-0.05689657510112437
all,margin_vjp_action,4,8,28,0.6428571428571429,0.6964285714285714,0.32142857142857145,0.26823530008242613,-0.023809523809523836,-0.03443877551020409,0.03571428571428571,-0.0737013327095857
all,output_fisher_oracle,1,1,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,1,2,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,1,4,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,1,8,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,2,1,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,2,2,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,2,4,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,2,8,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,4,1,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,4,2,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,4,4,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,4,8,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.24362244897959182,0.6785714285714286,0.19453381049396942
gov_report,entropy_vjp_action,1,1,14,0.6071428571428572,0.6862244897959183,0.21428571428571427,0.21382833196490605,-0.16666666666666669,-0.09948979591836735,-0.07142857142857142,-0.1782691369430225
gov_report,entropy_vjp_action,1,2,14,0.5595238095238095,0.6326530612244898,0.14285714285714285,0.2138364054317294,-0.14285714285714274,-0.15306122448979592,-0.14285714285714285,-0.17827721040984584
