name,model_class,overall_spearman,replication_spearman,passed,boundary_count,candidate_probe_count,parameter_count,source,score,sequence_count,task_spearman,pairwise_accuracy,top1_accuracy,normalized_regret,positive_sequence_fraction,checks,task_normalized_regret,task_action_only_regret,score_column,features,forward_gain,family,regularization,kv_descriptor_dimension,interaction_rank,path_midpoint_count
M8_dense_current_state_ridge,M8,0.6130952380952381,,False,28,0,169,,_score,8.0,"{'gov_report': 0.44642857142857145, 'niah_single_1': 0.7797619047619049}",0.7410714285714286,0.125,0.02187884151608036,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.04322968195571986, 'niah_single_1': 0.0005280010764408529}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",,"['layer0_theory_u_norm', 'layer0_local_r_norm', 'layer0_deleted_attention_mass_mean', 'layer0_deleted_key_norm', 'layer0_deleted_value_norm', 'layer0_action_state_ratio', 'layer1_theory_u_norm', 'layer1_local_r_norm', 'layer1_deleted_attention_mass_mean', 'layer1_deleted_key_norm', 'layer1_deleted_value_norm', 'layer1_action_state_ratio', 'layer2_theory_u_norm', 'layer2_local_r_norm', 'layer2_deleted_attention_mass_mean', 'layer2_deleted_key_norm', 'layer2_deleted_value_norm', 'layer2_action_state_ratio', 'layer3_theory_u_norm', 'layer3_local_r_norm', 'layer3_deleted_attention_mass_mean', 'layer3_deleted_key_norm', 'layer3_deleted_value_norm', 'layer3_action_state_ratio', 'layer4_theory_u_norm', 'layer4_local_r_norm', 'layer4_deleted_attention_mass_mean', 'layer4_deleted_key_norm', 'layer4_deleted_value_norm', 'layer4_action_state_ratio', 'layer5_theory_u_norm', 'layer5_local_r_norm', 'layer5_deleted_attention_mass_mean', 'layer5_deleted_key_norm', 'layer5_deleted_value_norm', 'layer5_action_state_ratio', 'layer6_theory_u_norm', 'layer6_local_r_norm', 'layer6_deleted_attention_mass_mean', 'layer6_deleted_key_norm', 'layer6_deleted_value_norm', 'layer6_action_state_ratio', 'layer7_theory_u_norm', 'layer7_local_r_norm', 'layer7_deleted_attention_mass_mean', 'layer7_deleted_key_norm', 'layer7_deleted_value_norm', 'layer7_action_state_ratio', 'layer8_theory_u_norm', 'layer8_local_r_norm', 'layer8_deleted_attention_mass_mean', 'layer8_deleted_key_norm', 'layer8_deleted_value_norm', 'layer8_action_state_ratio', 'layer9_theory_u_norm', 'layer9_local_r_norm', 'layer9_deleted_attention_mass_mean', 'layer9_deleted_key_norm', 'layer9_deleted_value_norm', 'layer9_action_state_ratio', 'layer10_theory_u_norm', 'layer10_local_r_norm', 'layer10_deleted_attention_mass_mean', 'layer10_deleted_key_norm', 'layer10_deleted_value_norm', 'layer10_action_state_ratio', 'layer11_theory_u_norm', 'layer11_local_r_norm', 'layer11_deleted_attention_mass_mean', 'layer11_deleted_key_norm', 'layer11_deleted_value_norm', 'layer11_action_state_ratio', 'layer12_theory_u_norm', 'layer12_local_r_norm', 'layer12_deleted_attention_mass_mean', 'layer12_deleted_key_norm', 'layer12_deleted_value_norm', 'layer12_action_state_ratio', 'layer13_theory_u_norm', 'layer13_local_r_norm', 'layer13_deleted_attention_mass_mean', 'layer13_deleted_key_norm', 'layer13_deleted_value_norm', 'layer13_action_state_ratio', 'layer14_theory_u_norm', 'layer14_local_r_norm', 'layer14_deleted_attention_mass_mean', 'layer14_deleted_key_norm', 'layer14_deleted_value_norm', 'layer14_action_state_ratio', 'layer15_theory_u_norm', 'layer15_local_r_norm', 'layer15_deleted_attention_mass_mean', 'layer15_deleted_key_norm', 'layer15_deleted_value_norm', 'layer15_action_state_ratio', 'layer16_theory_u_norm', 'layer16_local_r_norm', 'layer16_deleted_attention_mass_mean', 'layer16_deleted_key_norm', 'layer16_deleted_value_norm', 'layer16_action_state_ratio', 'layer17_theory_u_norm', 'layer17_local_r_norm', 'layer17_deleted_attention_mass_mean', 'layer17_deleted_key_norm', 'layer17_deleted_value_norm', 'layer17_action_state_ratio', 'layer18_theory_u_norm', 'layer18_local_r_norm', 'layer18_deleted_attention_mass_mean', 'layer18_deleted_key_norm', 'layer18_deleted_value_norm', 'layer18_action_state_ratio', 'layer19_theory_u_norm', 'layer19_local_r_norm', 'layer19_deleted_attention_mass_mean', 'layer19_deleted_key_norm', 'layer19_deleted_value_norm', 'layer19_action_state_ratio', 'layer20_theory_u_norm', 'layer20_local_r_norm', 'layer20_deleted_attention_mass_mean', 'layer20_deleted_key_norm', 'layer20_deleted_value_norm', 'layer20_action_state_ratio', 'layer21_theory_u_norm', 'layer21_local_r_norm', 'layer21_deleted_attention_mass_mean', 'layer21_deleted_key_norm', 'layer21_deleted_value_norm', 'layer21_action_state_ratio', 'layer22_theory_u_norm', 'layer22_local_r_norm', 'layer22_deleted_attention_mass_mean', 'layer22_deleted_key_norm', 'layer22_deleted_value_norm', 'layer22_action_state_ratio', 'layer23_theory_u_norm', 'layer23_local_r_norm', 'layer23_deleted_attention_mass_mean', 'layer23_deleted_key_norm', 'layer23_deleted_value_norm', 'layer23_action_state_ratio', 'layer24_theory_u_norm', 'layer24_local_r_norm', 'layer24_deleted_attention_mass_mean', 'layer24_deleted_key_norm', 'layer24_deleted_value_norm', 'layer24_action_state_ratio', 'layer25_theory_u_norm', 'layer25_local_r_norm', 'layer25_deleted_attention_mass_mean', 'layer25_deleted_key_norm', 'layer25_deleted_value_norm', 'layer25_action_state_ratio', 'layer26_theory_u_norm', 'layer26_local_r_norm', 'layer26_deleted_attention_mass_mean', 'layer26_deleted_key_norm', 'layer26_deleted_value_norm', 'layer26_action_state_ratio', 'layer27_theory_u_norm', 'layer27_local_r_norm', 'layer27_deleted_attention_mass_mean', 'layer27_deleted_key_norm', 'layer27_deleted_value_norm', 'layer27_action_state_ratio']",,,,,,
M9_candidate_probe_b1,M9,0.1577380952380953,,False,1,1,0,,_score,8.0,"{'gov_report': 0.25000000000000006, 'niah_single_1': 0.0654761904761905}",0.5535714285714286,0.0,0.21113268562309628,0.375,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': False, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.2621687405204676, 'niah_single_1': 0.160096630725725}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b1_risk,,,,,,,
M9_candidate_probe_b2,M9,0.38095238095238104,,False,1,1,0,,_score,8.0,"{'gov_report': 0.2202380952380953, 'niah_single_1': 0.5416666666666667}",0.6428571428571428,0.25,0.019915733542766892,0.75,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.02802288444659498, 'niah_single_1': 0.011808582638938801}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b2_risk,,,,,,,
M9_candidate_probe_b3,M9,0.47321428571428575,,False,1,1,0,,_score,8.0,"{'gov_report': 0.3392857142857143, 'niah_single_1': 0.6071428571428572}",0.6830357142857143,0.25,0.012053370852457043,0.75,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.012298159065975285, 'niah_single_1': 0.011808582638938801}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b3_risk,,,,,,,
M9_candidate_probe_b4,M9,0.5148809523809524,,False,1,1,0,,_score,8.0,"{'gov_report': 0.36309523809523814, 'niah_single_1': 0.6666666666666667}",0.6964285714285714,0.25,0.015527925068616152,0.875,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.02802288444659498, 'niah_single_1': 0.0030329656906373254}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b4_risk,,,,,,,
M9_candidate_probe_b5,M9,0.5952380952380953,,False,1,1,0,,_score,8.0,"{'gov_report': 0.4940476190476191, 'niah_single_1': 0.6964285714285716}",0.7366071428571428,0.25,0.0076655623783063054,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.012298159065975285, 'niah_single_1': 0.0030329656906373254}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b5_risk,,,,,,,
M9_candidate_probe_b6,M9,0.699404761904762,,False,1,1,0,,_score,8.0,"{'gov_report': 0.6964285714285714, 'niah_single_1': 0.7023809523809524}",0.78125,0.125,0.00754314244610446,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.012053319201571594, 'niah_single_1': 0.0030329656906373254}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b6_risk,,,,,,,
M9_candidate_probe_b7,M9,0.6755952380952382,,False,1,1,0,,_score,8.0,"{'gov_report': 0.6607142857142857, 'niah_single_1': 0.6904761904761907}",0.7767857142857143,0.125,0.00754314244610446,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.012053319201571594, 'niah_single_1': 0.0030329656906373254}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b7_risk,,,,,,,
M9_candidate_probe_b8,M9,0.7589285714285715,,False,1,1,0,,_score,8.0,"{'gov_report': 0.7976190476190477, 'niah_single_1': 0.7202380952380953}",0.8169642857142858,0.125,0.0074901431480764065,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.011947320605515488, 'niah_single_1': 0.0030329656906373254}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b8_risk,,,,,,,
M9_candidate_probe_b9,M9,0.7559523809523809,,False,1,1,0,,_score,8.0,"{'gov_report': 0.8333333333333334, 'niah_single_1': 0.6785714285714286}",0.8169642857142857,0.25,0.0022531188041658382,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.000918674552286798, 'niah_single_1': 0.003587563056044878}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b9_risk,,,,,,,
M9_candidate_probe_b10,M9,0.7976190476190477,,False,1,1,0,,_score,8.0,"{'gov_report': 0.8154761904761905, 'niah_single_1': 0.779761904761905}",0.8348214285714286,0.375,0.002135497620857503,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.000918674552286798, 'niah_single_1': 0.003352320689428208}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b10_risk,,,,,,,
M9_candidate_probe_b11,M9,0.7738095238095238,,False,1,1,0,,_score,8.0,"{'gov_report': 0.8095238095238095, 'niah_single_1': 0.7380952380952382}",0.8169642857142857,0.375,0.002135497620857503,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.000918674552286798, 'niah_single_1': 0.003352320689428208}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b11_risk,,,,,,,
M9_candidate_probe_b12,M9,0.8125000000000001,,False,1,1,0,,_score,8.0,"{'gov_report': 0.8214285714285714, 'niah_single_1': 0.8035714285714287}",0.84375,0.375,0.001861887760668088,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.000918674552286798, 'niah_single_1': 0.002805100969049378}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b12_risk,,,,,,,
M9_candidate_probe_b13,M9,0.7886904761904763,,False,1,1,0,,_score,8.0,"{'gov_report': 0.767857142857143, 'niah_single_1': 0.8095238095238096}",0.8348214285714286,0.375,0.001861887760668088,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.000918674552286798, 'niah_single_1': 0.002805100969049378}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b13_risk,,,,,,,
M9_candidate_probe_b14,M9,0.7857142857142858,,False,1,1,0,,_score,8.0,"{'gov_report': 0.767857142857143, 'niah_single_1': 0.8035714285714287}",0.8303571428571428,0.375,0.001861887760668088,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.000918674552286798, 'niah_single_1': 0.002805100969049378}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b14_risk,,,,,,,
M9_candidate_probe_b15,M9,0.8005952380952382,,False,1,1,0,,_score,8.0,"{'gov_report': 0.7797619047619049, 'niah_single_1': 0.8214285714285716}",0.8482142857142857,0.375,0.001861887760668088,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.000918674552286798, 'niah_single_1': 0.002805100969049378}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b15_risk,,,,,,,
M9_candidate_probe_b16,M9,0.824404761904762,,False,1,1,0,,_score,8.0,"{'gov_report': 0.7857142857142858, 'niah_single_1': 0.8630952380952381}",0.8616071428571428,0.5,0.001744387959033805,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.000918674552286798, 'niah_single_1': 0.0025701013657808123}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b16_risk,,,,,,,
M9_candidate_probe_b17,M9,0.8660714285714286,,False,1,1,0,,_score,8.0,"{'gov_report': 0.8035714285714287, 'niah_single_1': 0.9285714285714286}",0.8928571428571429,0.625,0.0004596539594317521,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': True}","{'gov_report': 0.000918674552286798, 'niah_single_1': 6.333665767063173e-07}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b17_risk,,,,,,,
M9_candidate_probe_b18,M9,0.9166666666666667,,True,1,1,0,,_score,8.0,"{'gov_report': 0.892857142857143, 'niah_single_1': 0.9404761904761906}",0.9285714285714286,0.75,0.0004390613374989658,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 0.0008772465450731207, 'niah_single_1': 8.761299248109031e-07}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b18_risk,,,,,,,
M9_candidate_probe_b19,M9,0.9196428571428572,,True,1,1,0,,_score,8.0,"{'gov_report': 0.8690476190476192, 'niah_single_1': 0.9702380952380952}",0.9285714285714286,0.75,0.000459337276143399,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 0.000918674552286798, 'niah_single_1': 0.0}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b19_risk,,,,,,,
M9_candidate_probe_b20,M9,0.9375,,True,1,1,0,,_score,8.0,"{'gov_report': 0.9047619047619049, 'niah_single_1': 0.9702380952380952}",0.9330357142857143,0.875,2.1908301822079178e-05,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 4.3816603644158356e-05, 'niah_single_1': 0.0}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b20_risk,,,,,,,
M9_candidate_probe_b21,M9,0.9434523809523809,,True,1,1,0,,_score,8.0,"{'gov_report': 0.9107142857142858, 'niah_single_1': 0.9761904761904762}",0.9419642857142858,0.875,2.1908301822079178e-05,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 4.3816603644158356e-05, 'niah_single_1': 0.0}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b21_risk,,,,,,,
M9_candidate_probe_b22,M9,0.9642857142857143,,True,1,1,0,,_score,8.0,"{'gov_report': 0.9345238095238095, 'niah_single_1': 0.9940476190476191}",0.9642857142857143,0.875,2.1908301822079178e-05,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 4.3816603644158356e-05, 'niah_single_1': 0.0}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b22_risk,,,,,,,
M9_candidate_probe_b23,M9,0.9642857142857143,,True,1,1,0,,_score,8.0,"{'gov_report': 0.9345238095238095, 'niah_single_1': 0.9940476190476191}",0.9642857142857143,0.875,2.1908301822079178e-05,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 4.3816603644158356e-05, 'niah_single_1': 0.0}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b23_risk,,,,,,,
M9_candidate_probe_b24,M9,0.9642857142857143,,True,1,1,0,,_score,8.0,"{'gov_report': 0.9345238095238095, 'niah_single_1': 0.9940476190476191}",0.9642857142857143,0.875,2.1908301822079178e-05,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 4.3816603644158356e-05, 'niah_single_1': 0.0}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b24_risk,,,,,,,
M9_candidate_probe_b25,M9,0.9642857142857143,,True,1,1,0,,_score,8.0,"{'gov_report': 0.9345238095238095, 'niah_single_1': 0.9940476190476191}",0.9642857142857143,0.875,2.1908301822079178e-05,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 4.3816603644158356e-05, 'niah_single_1': 0.0}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b25_risk,,,,,,,
M9_candidate_probe_b26,M9,0.9791666666666667,,True,1,1,0,,_score,8.0,"{'gov_report': 0.9642857142857144, 'niah_single_1': 0.9940476190476191}",0.9776785714285714,1.0,0.0,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 0.0, 'niah_single_1': 0.0}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b26_risk,,,,,,,
M9_candidate_probe_b27,M9,0.9880952380952381,,True,1,1,0,,_score,8.0,"{'gov_report': 0.9761904761904763, 'niah_single_1': 1.0}",0.9866071428571428,1.0,0.0,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 0.0, 'niah_single_1': 0.0}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b27_risk,,,,,,,
physical_path_b18_k1,physical_path,0.9166666666666667,,True,1,1,0,,_score,8.0,"{'gov_report': 0.892857142857143, 'niah_single_1': 0.9404761904761906}",0.9285714285714286,0.75,0.0004390613374989658,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 0.0008772465450731207, 'niah_single_1': 8.761299248109031e-07}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b18_path_k1_risk,,,,,,,1.0
physical_path_b18_k2,physical_path,0.9166666666666667,,True,1,1,0,,_score,8.0,"{'gov_report': 0.892857142857143, 'niah_single_1': 0.9404761904761906}",0.9285714285714286,0.75,0.0004390613374989658,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 0.0008772465450731207, 'niah_single_1': 8.761299248109031e-07}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b18_path_k2_risk,,,,,,,2.0
physical_path_b18_k4,physical_path,0.9166666666666667,,True,1,1,0,,_score,8.0,"{'gov_report': 0.892857142857143, 'niah_single_1': 0.9404761904761906}",0.9285714285714286,0.75,0.0004390613374989658,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 0.0008772465450731207, 'niah_single_1': 8.761299248109031e-07}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b18_path_k4_risk,,,,,,,4.0
physical_path_b18_k8,physical_path,0.9166666666666667,,True,1,1,0,,_score,8.0,"{'gov_report': 0.892857142857143, 'niah_single_1': 0.9404761904761906}",0.9285714285714286,0.75,0.0004390613374989658,1.0,"{'overall_spearman': True, 'each_task_spearman': True, 'pairwise_accuracy': True, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 0.0008772465450731207, 'niah_single_1': 8.761299248109031e-07}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",probe_b18_path_k8_risk,,,,,,,8.0
