comparison,split,task,projection_dimension,projection_seed,decay,decision_units,sequences,median_spearman_gain,mean_pairwise_accuracy_gain,mean_top1_accuracy_gain,mean_normalized_regret_gain
recursive_vs_action,calibration,niah_single_1,64,42,0.5,372,4,-0.006087712912064419,-0.005317905563347356,-0.008064516129032258,-0.016946203936267997
recursive_vs_action,calibration,niah_single_1,64,42,0.8,372,4,-0.008261720504333409,-0.008122954651706402,-0.01881720430107527,-0.02205239254735157
recursive_vs_action,calibration,niah_single_1,64,42,0.95,372,4,-0.019132514856003133,-0.015953716690042072,-0.026881720430107527,-0.03471036752249244
recursive_vs_action,calibration,niah_single_1,64,42,1.0,372,4,-0.027832138079123686,-0.020852812840891376,-0.03225806451612903,-0.050463256821000974
recursive_vs_action,calibration,niah_single_1,128,42,0.5,372,4,-0.0017395086299452078,-0.002376499922081968,0.01881720430107527,-0.011138342001156232
recursive_vs_action,calibration,niah_single_1,128,42,0.8,372,4,-0.006087618363273678,-0.005288686302010283,0.0,-0.012033752804318515
recursive_vs_action,calibration,niah_single_1,128,42,0.95,372,4,-0.014784216025093333,-0.012223390992675703,-0.005376344086021506,-0.024061477929989177
recursive_vs_action,calibration,niah_single_1,128,42,1.0,372,4,-0.022178735031801747,-0.016304347826086953,-0.016129032258064516,-0.039908069601549995
recursive_vs_action,evaluation,all,16,42,0.5,744,8,-0.013043478260869545,-0.008298270219728846,-0.01747311827956989,-0.029085994127560747
recursive_vs_action,evaluation,all,16,42,0.8,744,8,-0.022608695652173882,-0.012900303880317907,-0.024193548387096774,-0.03052642924227866
recursive_vs_action,evaluation,all,16,42,0.95,744,8,-0.02957808862464887,-0.017215014804425745,-0.026881720430107527,-0.0407818422834159
recursive_vs_action,evaluation,all,16,42,1.0,744,8,-0.03304347826086956,-0.019162965560230637,-0.025537634408602152,-0.04540165519857327
recursive_vs_action,evaluation,all,32,42,0.5,744,8,-0.01391304347826091,-0.00883395667757519,0.0,-0.00568607761499166
recursive_vs_action,evaluation,all,32,42,0.8,744,8,-0.016963714487175915,-0.011799711703288139,0.0013440860215053765,-0.013123185208700055
recursive_vs_action,evaluation,all,32,42,0.95,744,8,-0.024787997976719572,-0.017935756584073554,-0.009408602150537635,-0.034325477361827714
recursive_vs_action,evaluation,all,32,42,1.0,744,8,-0.027826086956521723,-0.019927536231884056,-0.0228494623655914,-0.035358739349946086
recursive_vs_action,evaluation,all,64,42,0.5,744,8,-0.009565217391304337,-0.0053714742091319915,-0.010752688172043012,-0.013589568293282752
recursive_vs_action,evaluation,all,64,42,0.8,744,8,-0.00869565217391307,-0.007655446470313227,-0.01478494623655914,-0.008910376825774963
recursive_vs_action,evaluation,all,64,42,0.95,744,8,-0.01565217391304352,-0.012413316191366678,-0.0228494623655914,-0.02281694946568742
recursive_vs_action,evaluation,all,64,42,1.0,744,8,-0.020869565217391278,-0.014955391927692062,-0.01881720430107527,-0.026119828899621264
recursive_vs_action,evaluation,all,128,42,0.5,744,8,-0.006958034519780887,-0.0041491351098644205,-0.012096774193548387,-0.005683906195107053
recursive_vs_action,evaluation,all,128,42,0.8,744,8,-0.01522382692102008,-0.007071061243571759,-0.01478494623655914,-0.005892732388766779
recursive_vs_action,evaluation,all,128,42,0.95,744,8,-0.02086956521739125,-0.012978221910550099,-0.025537634408602152,-0.0185924140371468
recursive_vs_action,evaluation,all,128,42,1.0,744,8,-0.023478260869565337,-0.014629110176094744,-0.026881720430107527,-0.022220625261567963
recursive_vs_action,evaluation,gov_report,16,42,0.5,372,4,-0.015655577669507106,-0.007743104254324448,-0.01881720430107527,-0.029254709062813456
recursive_vs_action,evaluation,gov_report,16,42,0.8,372,4,-0.025652173913043474,-0.009437821411874709,-0.03225806451612903,-0.04128877899769291
recursive_vs_action,evaluation,gov_report,16,42,0.95,372,4,-0.02782608695652175,-0.00981767180925666,-0.02956989247311828,-0.042629517310569076
