sample_id,task,anchor,horizon_offset,attention_mean_w1_shared,blend_attention_contribution_25_w4_shared,baseline_tail,primary_tail,exact_kl_reduction,tail_category,large_loss_transition
gov_report:40,gov_report,48,4,3.6980597972869873,7.379170894622803,True,True,-3.6811110973358154,shared_tail,unchanged
gov_report:37,gov_report,16,8,1.8910757303237915,3.3668744564056396,False,True,-1.4757987260818481,new_primary_tail,unchanged
gov_report:39,gov_report,32,11,1.1866579055786133,2.6111011505126953,False,False,-1.424443244934082,non_tail,unchanged
gov_report:41,gov_report,32,7,0.44101184606552124,1.6377167701721191,False,False,-1.196704924106598,non_tail,created_large_loss
gov_report:40,gov_report,48,8,4.036352634429932,5.04375696182251,True,True,-1.0074043273925781,shared_tail,unchanged
gov_report:40,gov_report,16,15,0.20674613118171692,1.1463030576705933,False,False,-0.9395569264888763,non_tail,created_large_loss
gov_report:40,gov_report,32,16,1.9389216899871826,2.7095959186553955,False,False,-0.7706742286682129,non_tail,unchanged
gov_report:40,gov_report,48,14,4.857828140258789,5.4955925941467285,True,True,-0.6377644538879395,shared_tail,unchanged
gov_report:40,gov_report,48,10,10.181732177734375,10.76232624053955,True,True,-0.5805940628051758,shared_tail,unchanged
gov_report:40,gov_report,16,16,0.5814336538314819,1.1316436529159546,False,False,-0.5502099990844727,non_tail,created_large_loss
gov_report:38,gov_report,32,10,0.7585216760635376,1.2677464485168457,False,False,-0.5092247724533081,non_tail,created_large_loss
gov_report:40,gov_report,32,13,1.7976330518722534,2.254098415374756,False,False,-0.45646536350250244,non_tail,unchanged
gov_report:38,gov_report,32,11,2.0094492435455322,2.4394240379333496,False,False,-0.4299747943878174,non_tail,unchanged
gov_report:39,gov_report,48,10,1.837847113609314,2.241438150405884,False,False,-0.4035910367965698,non_tail,unchanged
gov_report:39,gov_report,32,15,0.9983538389205933,1.3875340223312378,False,False,-0.38918018341064453,non_tail,created_large_loss
gov_report:40,gov_report,48,15,1.338866949081421,1.6714340448379517,False,False,-0.33256709575653076,non_tail,unchanged
gov_report:40,gov_report,48,12,7.078892230987549,7.3887529373168945,True,True,-0.3098607063293457,shared_tail,unchanged
gov_report:39,gov_report,48,2,0.6486461758613586,0.9532946348190308,False,False,-0.3046484589576721,non_tail,unchanged
gov_report:38,gov_report,32,9,2.385460615158081,2.6799333095550537,False,False,-0.29447269439697266,non_tail,unchanged
gov_report:39,gov_report,16,9,3.375591993331909,3.663628578186035,False,True,-0.288036584854126,new_primary_tail,unchanged
gov_report:38,gov_report,16,16,1.5270302295684814,1.783083200454712,False,False,-0.25605297088623047,non_tail,unchanged
gov_report:39,gov_report,16,6,2.142050266265869,2.34409761428833,False,False,-0.20204734802246094,non_tail,unchanged
gov_report:36,gov_report,32,14,0.004275184590369463,0.2056269347667694,False,False,-0.20135175017639995,non_tail,unchanged
gov_report:36,gov_report,48,8,2.2848880290985107,2.4794857501983643,False,False,-0.19459772109985352,non_tail,unchanged
gov_report:36,gov_report,32,13,0.15424515306949615,0.3046802580356598,False,False,-0.15043510496616364,non_tail,unchanged
gov_report:38,gov_report,32,12,0.3899093270301819,0.52499920129776,False,False,-0.13508987426757812,non_tail,unchanged
gov_report:37,gov_report,16,3,4.426417350769043,4.554587364196777,True,True,-0.12817001342773438,shared_tail,unchanged
gov_report:39,gov_report,16,10,2.433292865753174,2.559191942214966,False,False,-0.125899076461792,non_tail,unchanged
gov_report:41,gov_report,48,9,2.280940532684326,2.394351005554199,False,False,-0.11341047286987305,non_tail,unchanged
gov_report:40,gov_report,48,13,5.850528240203857,5.957505226135254,True,True,-0.10697698593139648,shared_tail,unchanged
gov_report:39,gov_report,48,13,0.01144224964082241,0.10864417999982834,False,False,-0.09720193035900593,non_tail,unchanged
gov_report:41,gov_report,48,12,3.0158450603485107,3.110299587249756,False,True,-0.09445452690124512,new_primary_tail,unchanged
gov_report:39,gov_report,32,16,0.5242752432823181,0.5900511145591736,False,False,-0.06577587127685547,non_tail,unchanged
gov_report:36,gov_report,32,12,0.4562540352344513,0.5166976451873779,False,False,-0.060443609952926636,non_tail,unchanged
gov_report:38,gov_report,48,16,0.14950776100158691,0.2065504938364029,False,False,-0.05704273283481598,non_tail,unchanged
gov_report:41,gov_report,48,15,0.15237081050872803,0.20536476373672485,False,False,-0.052993953227996826,non_tail,unchanged
gov_report:36,gov_report,48,16,2.3648993968963623,2.417755365371704,False,False,-0.0528559684753418,non_tail,unchanged
gov_report:36,gov_report,16,15,3.7072625160217285,3.759516716003418,True,True,-0.05225419998168945,shared_tail,unchanged
gov_report:36,gov_report,48,15,7.759681701660156,7.807835578918457,True,True,-0.04815387725830078,shared_tail,unchanged
gov_report:39,gov_report,48,4,0.3606175184249878,0.4066418409347534,False,False,-0.046024322509765625,non_tail,unchanged
gov_report:39,gov_report,48,1,1.02830970287323,1.0728510618209839,False,False,-0.044541358947753906,non_tail,unchanged
gov_report:37,gov_report,16,5,0.1592492014169693,0.19847536087036133,False,False,-0.03922615945339203,non_tail,unchanged
gov_report:40,gov_report,48,16,6.873410224914551,6.911619186401367,True,True,-0.038208961486816406,shared_tail,unchanged
synthetic_niah_36,niah_single_1,32,16,0.11388741433620453,0.1509709507226944,False,False,-0.03708353638648987,non_tail,unchanged
gov_report:39,gov_report,48,15,0.10547234117984772,0.14082776010036469,False,False,-0.03535541892051697,non_tail,unchanged
gov_report:40,gov_report,48,6,4.543725967407227,4.575162887573242,True,True,-0.031436920166015625,shared_tail,unchanged
gov_report:41,gov_report,48,7,0.18048354983329773,0.20976780354976654,False,False,-0.02928425371646881,non_tail,unchanged
gov_report:40,gov_report,16,14,0.0019075586460530758,0.030350415036082268,False,False,-0.028442856390029192,non_tail,unchanged
synthetic_niah_36,niah_single_1,48,7,9.072525024414062,9.099529266357422,True,True,-0.027004241943359375,shared_tail,unchanged
synthetic_niah_40,niah_single_1,32,7,0.13048188388347626,0.1566891223192215,False,False,-0.02620723843574524,non_tail,unchanged
gov_report:36,gov_report,48,12,2.3475186824798584,2.367558717727661,False,False,-0.020040035247802734,non_tail,unchanged
gov_report:40,gov_report,16,4,0.059173546731472015,0.0791487842798233,False,False,-0.019975237548351288,non_tail,unchanged
gov_report:39,gov_report,32,5,0.3049871623516083,0.3233959376811981,False,False,-0.018408775329589844,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,4,0.07354239374399185,0.09193240851163864,False,False,-0.01839001476764679,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,15,0.04798339307308197,0.06624217331409454,False,False,-0.018258780241012573,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,11,0.1768982857465744,0.1944137066602707,False,False,-0.01751542091369629,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,11,0.3218005299568176,0.3382871150970459,False,False,-0.01648658514022827,non_tail,unchanged
gov_report:39,gov_report,16,16,0.030346808955073357,0.04638379067182541,False,False,-0.016036981716752052,non_tail,unchanged
gov_report:36,gov_report,32,9,0.25555700063705444,0.2714681327342987,False,False,-0.015911132097244263,non_tail,unchanged
gov_report:37,gov_report,48,4,0.00511803338304162,0.019178930670022964,False,False,-0.014060897286981344,non_tail,unchanged
gov_report:36,gov_report,16,2,0.11703552305698395,0.13081125915050507,False,False,-0.013775736093521118,non_tail,unchanged
gov_report:41,gov_report,48,14,0.020845871418714523,0.034123051911592484,False,False,-0.01327718049287796,non_tail,unchanged
gov_report:41,gov_report,48,11,2.0839624404907227,2.096421003341675,False,False,-0.012458562850952148,non_tail,unchanged
gov_report:36,gov_report,48,14,4.325080394744873,4.336641788482666,True,True,-0.011561393737792969,shared_tail,unchanged
gov_report:38,gov_report,32,4,0.034722499549388885,0.04452446103096008,False,False,-0.009801961481571198,non_tail,unchanged
gov_report:38,gov_report,48,11,0.035511501133441925,0.04510264843702316,False,False,-0.009591147303581238,non_tail,unchanged
gov_report:37,gov_report,16,13,0.06751303374767303,0.07699083536863327,False,False,-0.009477801620960236,non_tail,unchanged
synthetic_niah_41,niah_single_1,48,15,0.40566015243530273,0.4150838851928711,False,False,-0.00942373275756836,non_tail,unchanged
gov_report:38,gov_report,48,5,0.016363685950636864,0.025450317189097404,False,False,-0.00908663123846054,non_tail,unchanged
gov_report:38,gov_report,32,2,0.00588157819584012,0.014628848060965538,False,False,-0.008747269865125418,non_tail,unchanged
synthetic_niah_36,niah_single_1,16,15,0.1397278755903244,0.14809183776378632,False,False,-0.008363962173461914,non_tail,unchanged
gov_report:41,gov_report,48,16,1.2324265241622925,1.2403944730758667,False,False,-0.007967948913574219,non_tail,unchanged
gov_report:41,gov_report,32,6,0.008527930825948715,0.01633700355887413,False,False,-0.007809072732925415,non_tail,unchanged
gov_report:38,gov_report,48,6,0.01461698953062296,0.02228180132806301,False,False,-0.007664811797440052,non_tail,unchanged
synthetic_niah_38,niah_single_1,16,8,0.01164708100259304,0.01890583150088787,False,False,-0.00725875049829483,non_tail,unchanged
synthetic_niah_38,niah_single_1,16,16,0.07457958906888962,0.08173583447933197,False,False,-0.007156245410442352,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,9,0.044039178639650345,0.051083337515592575,False,False,-0.00704415887594223,non_tail,unchanged
gov_report:36,gov_report,16,9,0.05128317326307297,0.05809547007083893,False,False,-0.006812296807765961,non_tail,unchanged
gov_report:38,gov_report,32,16,0.10067889839410782,0.10727614164352417,False,False,-0.006597243249416351,non_tail,unchanged
gov_report:37,gov_report,16,10,0.15690366923809052,0.1632719784975052,False,False,-0.006368309259414673,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,14,0.1496230810880661,0.15582729876041412,False,False,-0.0062042176723480225,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,11,0.031891874969005585,0.0379953533411026,False,False,-0.006103478372097015,non_tail,unchanged
gov_report:37,gov_report,16,12,0.04126190394163132,0.04713359847664833,False,False,-0.0058716945350170135,non_tail,unchanged
gov_report:36,gov_report,32,1,0.004940500482916832,0.010642883367836475,False,False,-0.005702382884919643,non_tail,unchanged
gov_report:38,gov_report,32,15,0.31855276226997375,0.32399144768714905,False,False,-0.005438685417175293,non_tail,unchanged
gov_report:41,gov_report,16,10,0.015027284622192383,0.02032237872481346,False,False,-0.0052950941026210785,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,14,0.0548730343580246,0.0601092167198658,False,False,-0.005236182361841202,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,6,0.06737610697746277,0.07252075523138046,False,False,-0.005144648253917694,non_tail,unchanged
synthetic_niah_41,niah_single_1,48,14,0.1136464923620224,0.11798621714115143,False,False,-0.004339724779129028,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,5,0.040849409997463226,0.045016974210739136,False,False,-0.004167564213275909,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,5,0.05485852435231209,0.05899152532219887,False,False,-0.00413300096988678,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,3,0.06980745494365692,0.07370740175247192,False,False,-0.0038999468088150024,non_tail,unchanged
gov_report:40,gov_report,16,3,0.030133457854390144,0.034031447023153305,False,False,-0.0038979891687631607,non_tail,unchanged
gov_report:36,gov_report,48,7,0.5383478999137878,0.5422225594520569,False,False,-0.003874659538269043,non_tail,unchanged
gov_report:38,gov_report,48,1,0.022074507549405098,0.025806263089179993,False,False,-0.0037317555397748947,non_tail,unchanged
gov_report:38,gov_report,32,14,0.7537327408790588,0.7572463154792786,False,False,-0.0035135746002197266,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,13,0.005302760284394026,0.00837809406220913,False,False,-0.0030753337778151035,non_tail,unchanged
gov_report:41,gov_report,16,9,0.01083568949252367,0.013688653707504272,False,False,-0.0028529642149806023,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,10,0.014051560312509537,0.016898320987820625,False,False,-0.0028467606753110886,non_tail,unchanged
gov_report:37,gov_report,48,14,0.008478809148073196,0.011325450614094734,False,False,-0.0028466414660215378,non_tail,unchanged
gov_report:40,gov_report,16,10,0.018330296501517296,0.02113453671336174,False,False,-0.0028042402118444443,non_tail,unchanged
gov_report:38,gov_report,32,1,0.010719702579081059,0.013368427753448486,False,False,-0.002648725174367428,non_tail,unchanged
gov_report:39,gov_report,48,16,0.006087287329137325,0.00871133804321289,False,False,-0.0026240507140755653,non_tail,unchanged
synthetic_niah_40,niah_single_1,16,14,0.056861512362957,0.05937657877802849,False,False,-0.0025150664150714874,non_tail,unchanged
gov_report:37,gov_report,32,3,0.1080392599105835,0.11045267432928085,False,False,-0.002413414418697357,non_tail,unchanged
synthetic_niah_36,niah_single_1,32,7,0.02672695741057396,0.029134858399629593,False,False,-0.0024079009890556335,non_tail,unchanged
gov_report:36,gov_report,48,2,0.004513404332101345,0.006871869321912527,False,False,-0.002358464989811182,non_tail,unchanged
synthetic_niah_40,niah_single_1,16,6,0.008446916937828064,0.010755048133432865,False,False,-0.002308131195604801,non_tail,unchanged
gov_report:36,gov_report,32,4,0.005922735668718815,0.008212894201278687,False,False,-0.0022901585325598717,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,14,0.021863264963030815,0.024092750623822212,False,False,-0.002229485660791397,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,16,0.047129057347774506,0.0493452288210392,False,False,-0.002216171473264694,non_tail,unchanged
gov_report:41,gov_report,16,5,0.010133142583072186,0.012270884588360786,False,False,-0.002137742005288601,non_tail,unchanged
gov_report:39,gov_report,48,3,0.020641760900616646,0.022719496861100197,False,False,-0.002077735960483551,non_tail,unchanged
synthetic_niah_41,niah_single_1,48,12,0.1231343224644661,0.12517809867858887,False,False,-0.002043776214122772,non_tail,unchanged
synthetic_niah_36,niah_single_1,16,12,0.020520159974694252,0.02246088907122612,False,False,-0.001940729096531868,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,5,0.0048124282620847225,0.006670321803539991,False,False,-0.0018578935414552689,non_tail,unchanged
synthetic_niah_41,niah_single_1,16,12,0.01650330238044262,0.018360555171966553,False,False,-0.0018572527915239334,non_tail,unchanged
synthetic_niah_36,niah_single_1,48,16,0.05228366330265999,0.05405782163143158,False,False,-0.0017741583287715912,non_tail,unchanged
synthetic_niah_38,niah_single_1,16,13,0.015480196103453636,0.017152821645140648,False,False,-0.0016726255416870117,non_tail,unchanged
gov_report:39,gov_report,16,5,0.038146596401929855,0.03977889195084572,False,False,-0.001632295548915863,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,14,0.06963248550891876,0.07122590392827988,False,False,-0.0015934184193611145,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,2,0.005364404525607824,0.006950431037694216,False,False,-0.0015860265120863914,non_tail,unchanged
synthetic_niah_41,niah_single_1,48,5,0.010285665281116962,0.011841955594718456,False,False,-0.0015562903136014938,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,2,0.025085559114813805,0.026620939373970032,False,False,-0.0015353802591562271,non_tail,unchanged
gov_report:38,gov_report,48,4,0.01196811068803072,0.013403907418251038,False,False,-0.0014357967302203178,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,15,0.05295528471469879,0.054344892501831055,False,False,-0.0013896077871322632,non_tail,unchanged
synthetic_niah_36,niah_single_1,32,9,0.0539143942296505,0.055299367755651474,False,False,-0.0013849735260009766,non_tail,unchanged
gov_report:39,gov_report,16,4,0.013307211920619011,0.014689747244119644,False,False,-0.0013825353235006332,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,6,0.027436187490820885,0.028779031708836555,False,False,-0.0013428442180156708,non_tail,unchanged
synthetic_niah_41,niah_single_1,48,13,0.08219846338033676,0.08351757377386093,False,False,-0.00131911039352417,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,2,0.0655740350484848,0.06689146906137466,False,False,-0.001317434012889862,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,12,0.019701190292835236,0.020846422761678696,False,False,-0.00114523246884346,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,9,0.18714891374111176,0.1882447600364685,False,False,-0.0010958462953567505,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,8,0.016044914722442627,0.0171221811324358,False,False,-0.0010772664099931717,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,8,0.04845002293586731,0.04946943745017052,False,False,-0.0010194145143032074,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,1,0.009760800749063492,0.010753711685538292,False,False,-0.0009929109364748001,non_tail,unchanged
synthetic_niah_36,niah_single_1,16,13,0.04386281222105026,0.044797707349061966,False,False,-0.0009348951280117035,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,3,0.0030800143722444773,0.004005413502454758,False,False,-0.0009253991302102804,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,7,0.005257200449705124,0.0061736395582556725,False,False,-0.0009164391085505486,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,1,0.0016118877101689577,0.0025273379869759083,False,False,-0.0009154502768069506,non_tail,unchanged
synthetic_niah_41,niah_single_1,48,10,0.007629092782735825,0.008464526385068893,False,False,-0.0008354336023330688,non_tail,unchanged
gov_report:37,gov_report,32,2,0.03474585711956024,0.03551254794001579,False,False,-0.0007666908204555511,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,5,0.004824397619813681,0.005552981980144978,False,False,-0.0007285843603312969,non_tail,unchanged
gov_report:39,gov_report,48,12,0.0007688112673349679,0.0014185105683282018,False,False,-0.0006496993009932339,non_tail,unchanged
gov_report:39,gov_report,32,13,0.004299920983612537,0.0049491459503769875,False,False,-0.0006492249667644501,non_tail,unchanged
gov_report:41,gov_report,16,16,0.00709192082285881,0.007636687718331814,False,False,-0.0005447668954730034,non_tail,unchanged
synthetic_niah_38,niah_single_1,16,10,0.0023999938275665045,0.002912159077823162,False,False,-0.0005121652502566576,non_tail,unchanged
synthetic_niah_41,niah_single_1,48,11,0.05164467543363571,0.05215122923254967,False,False,-0.0005065537989139557,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,4,0.03298300504684448,0.033480990678071976,False,False,-0.0004979856312274933,non_tail,unchanged
gov_report:36,gov_report,16,13,0.09282910823822021,0.09331823140382767,False,False,-0.0004891231656074524,non_tail,unchanged
gov_report:41,gov_report,48,4,0.002816019346937537,0.0033049522899091244,False,False,-0.0004889329429715872,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,4,0.027117375284433365,0.027598146349191666,False,False,-0.0004807710647583008,non_tail,unchanged
synthetic_niah_40,niah_single_1,16,7,0.003351120976731181,0.0038179310504347086,False,False,-0.00046681007370352745,non_tail,unchanged
gov_report:41,gov_report,32,15,0.00047593159251846373,0.0009405532036907971,False,False,-0.00046462161117233336,non_tail,unchanged
synthetic_niah_36,niah_single_1,32,5,0.00147775758523494,0.0019283954752609134,False,False,-0.0004506378900259733,non_tail,unchanged
synthetic_niah_41,niah_single_1,48,7,0.01856343261897564,0.019006093963980675,False,False,-0.0004426613450050354,non_tail,unchanged
synthetic_niah_36,niah_single_1,48,15,0.0031207320280373096,0.003544045612215996,False,False,-0.00042331358417868614,non_tail,unchanged
gov_report:41,gov_report,32,16,0.003847633022814989,0.004265979863703251,False,False,-0.0004183468408882618,non_tail,unchanged
synthetic_niah_41,niah_single_1,48,16,0.008362412452697754,0.008778471499681473,False,False,-0.00041605904698371887,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,13,0.010782304219901562,0.011198115535080433,False,False,-0.00041581131517887115,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,3,0.0005527419270947576,0.0009627860854379833,False,False,-0.0004100441583432257,non_tail,unchanged
synthetic_niah_39,niah_single_1,16,16,0.011428261175751686,0.011837835423648357,False,False,-0.0004095742478966713,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,14,0.020887838676571846,0.021253323182463646,False,False,-0.0003654845058917999,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,6,0.0014583421871066093,0.001814340939745307,False,False,-0.0003559987526386976,non_tail,unchanged
synthetic_niah_38,niah_single_1,16,11,0.007301308214664459,0.007627528160810471,False,False,-0.00032621994614601135,non_tail,unchanged
synthetic_niah_40,niah_single_1,16,11,0.009525666944682598,0.009849567897617817,False,False,-0.0003239009529352188,non_tail,unchanged
gov_report:36,gov_report,32,16,0.2505043148994446,0.25082409381866455,False,False,-0.0003197789192199707,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,6,0.007789288181811571,0.0080413818359375,False,False,-0.0002520936541259289,non_tail,unchanged
gov_report:41,gov_report,16,11,0.014387505128979683,0.014635755680501461,False,False,-0.0002482505515217781,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,3,0.0016719255363568664,0.0019175515044480562,False,False,-0.00024562596809118986,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,2,0.0004573143960442394,0.0006952130934223533,False,False,-0.00023789869737811387,non_tail,unchanged
synthetic_niah_39,niah_single_1,16,4,0.0009777089580893517,0.0012133392738178372,False,False,-0.00023563031572848558,non_tail,unchanged
synthetic_niah_39,niah_single_1,32,14,0.0027133282274007797,0.0029469653964042664,False,False,-0.00023363716900348663,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,1,0.003706790506839752,0.003927494399249554,False,False,-0.00022070389240980148,non_tail,unchanged
gov_report:41,gov_report,32,4,0.005922391079366207,0.006139086559414864,False,False,-0.00021669548004865646,non_tail,unchanged
synthetic_niah_38,niah_single_1,16,9,0.002858050400391221,0.0030627462547272444,False,False,-0.00020469585433602333,non_tail,unchanged
gov_report:38,gov_report,32,13,0.0009633929003030062,0.0011626927880570292,False,False,-0.00019929988775402308,non_tail,unchanged
synthetic_niah_38,niah_single_1,16,12,0.0026844204403460026,0.002881771419197321,False,False,-0.00019735097885131836,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,9,0.003458996070548892,0.003647072706371546,False,False,-0.00018807663582265377,non_tail,unchanged
gov_report:37,gov_report,16,15,0.00010077848855871707,0.00027901309658773243,False,False,-0.00017823460802901536,non_tail,unchanged
gov_report:39,gov_report,48,14,0.6641503572463989,0.664308488368988,False,False,-0.00015813112258911133,non_tail,unchanged
synthetic_niah_37,niah_single_1,16,10,0.0033976135309785604,0.0035377643071115017,False,False,-0.00014015077613294125,non_tail,unchanged
synthetic_niah_39,niah_single_1,32,16,0.0025045285001397133,0.0026398864574730396,False,False,-0.00013535795733332634,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,13,0.0019749770872294903,0.0021100586745887995,False,False,-0.0001350815873593092,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,15,0.0017304787179455161,0.0018646343378350139,False,False,-0.00013415561988949776,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,1,0.0005638481234200299,0.0006977809825912118,False,False,-0.00013393285917118192,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,7,0.0004941673832945526,0.0006039528525434434,False,False,-0.00010978546924889088,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,1,0.0015827515162527561,0.0016898619942367077,False,False,-0.00010711047798395157,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,1,0.00029023236129432917,0.00039688590914011,False,False,-0.00010665354784578085,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,10,0.03161638602614403,0.031720202416181564,False,False,-0.00010381639003753662,non_tail,unchanged
synthetic_niah_40,niah_single_1,16,12,0.012429569847881794,0.012528818100690842,False,False,-9.92482528090477e-05,non_tail,unchanged
synthetic_niah_36,niah_single_1,16,9,0.0036869647447019815,0.0037852483801543713,False,False,-9.828363545238972e-05,non_tail,unchanged
gov_report:41,gov_report,32,13,0.00022374636319000274,0.0003176504105795175,False,False,-9.390404738951474e-05,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,8,0.003259858349338174,0.0033487502951174974,False,False,-8.889194577932358e-05,non_tail,unchanged
gov_report:40,gov_report,48,5,0.0004192683845758438,0.0005069965263828635,False,False,-8.772814180701971e-05,non_tail,unchanged
synthetic_niah_39,niah_single_1,16,13,8.086703746812418e-05,0.00016327736375387758,False,False,-8.24103262857534e-05,non_tail,unchanged
synthetic_niah_36,niah_single_1,16,5,7.408281817333773e-05,0.00015408021863549948,False,False,-7.999740046216175e-05,non_tail,unchanged
synthetic_niah_36,niah_single_1,32,1,0.0005724827642552555,0.0006373814539983869,False,False,-6.48986897431314e-05,non_tail,unchanged
synthetic_niah_39,niah_single_1,16,14,0.002096117939800024,0.0021499996073544025,False,False,-5.388166755437851e-05,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,8,0.004804900847375393,0.0048506613820791245,False,False,-4.576053470373154e-05,non_tail,unchanged
gov_report:36,gov_report,16,1,0.0003910331870429218,0.0004258368571754545,False,False,-3.4803670132532716e-05,non_tail,unchanged
gov_report:40,gov_report,16,6,0.0001363215851597488,0.0001687132753431797,False,False,-3.239169018343091e-05,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,10,0.00036622866173274815,0.0003902057942468673,False,False,-2.3977132514119148e-05,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,4,0.00019785472250077873,0.00022165547125041485,False,False,-2.3800748749636114e-05,non_tail,unchanged
gov_report:41,gov_report,16,3,0.0003651837760116905,0.00038891620351932943,False,False,-2.373242750763893e-05,non_tail,unchanged
synthetic_niah_39,niah_single_1,32,15,0.00012511038221418858,0.00014701187319587916,False,False,-2.1901490981690586e-05,non_tail,unchanged
synthetic_niah_41,niah_single_1,16,10,0.0005369811551645398,0.0005567562766373158,False,False,-1.9775121472775936e-05,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,10,0.0006799373077228665,0.0006963781779631972,False,False,-1.6440870240330696e-05,non_tail,unchanged
gov_report:41,gov_report,48,3,0.003377669956535101,0.003393336432054639,False,False,-1.5666475519537926e-05,non_tail,unchanged
gov_report:36,gov_report,32,2,8.355454338015988e-05,9.823258005781099e-05,False,False,-1.4678036677651107e-05,non_tail,unchanged
synthetic_niah_41,niah_single_1,48,1,0.00042729813139885664,0.00044154940405860543,False,False,-1.4251272659748793e-05,non_tail,unchanged
gov_report:38,gov_report,32,6,2.394880539213773e-05,3.298315641586669e-05,False,False,-9.03435102372896e-06,non_tail,unchanged
synthetic_niah_37,niah_single_1,16,11,0.0005397960194386542,0.0005469172610901296,False,False,-7.1212416514754295e-06,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,7,0.013636601157486439,0.01364362332969904,False,False,-7.022172212600708e-06,non_tail,unchanged
synthetic_niah_41,niah_single_1,16,11,0.0001468165428377688,0.00015226709365379065,False,False,-5.45055081602186e-06,non_tail,unchanged
gov_report:41,gov_report,32,1,4.052742588100955e-05,4.4493222958408296e-05,False,False,-3.965797077398747e-06,non_tail,unchanged
synthetic_niah_38,niah_single_1,16,2,4.491294021136127e-06,8.304514267365448e-06,False,False,-3.8132202462293208e-06,non_tail,unchanged
synthetic_niah_41,niah_single_1,16,3,2.0545749066513963e-05,2.3401053113047965e-05,False,False,-2.855304046534002e-06,non_tail,unchanged
gov_report:41,gov_report,16,15,3.3092463127104566e-05,3.553452916094102e-05,False,False,-2.442066033836454e-06,non_tail,unchanged
gov_report:40,gov_report,48,1,2.7567257347982377e-05,2.96651942335302e-05,False,False,-2.097936885547824e-06,non_tail,unchanged
synthetic_niah_38,niah_single_1,16,4,2.151568332919851e-05,2.3603339286637492e-05,False,False,-2.087655957438983e-06,non_tail,unchanged
synthetic_niah_37,niah_single_1,16,3,5.6513740673835855e-06,6.558901077369228e-06,False,False,-9.075270099856425e-07,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,11,3.3954174796235748e-06,4.2321257751609664e-06,False,False,-8.367082955373917e-07,non_tail,unchanged
gov_report:41,gov_report,48,1,4.412314865476219e-06,5.242113275016891e-06,False,False,-8.297984095406719e-07,non_tail,unchanged
gov_report:41,gov_report,16,7,4.7486032599408645e-06,5.575298473559087e-06,False,False,-8.266952136182226e-07,non_tail,unchanged
